Review_Text,Review_Rating,Sentiment Class
I would sayI like the quality but I only dislike it as the price suddenly fall from $ 51 to $ 41 within 2 days after I bought it .,3,Neutral
I guess I expected a much wider shoe for trail running . I have used them on a hilly dirt trail but find they are not as stable as my other running shoes . Relegated to short runs around gravel park trails .,3,Negative
The mesh / cloth on top did n't fair much better .,3,Negative
These did nt seem like they were going to be good running shoes .,3,Negative
I guess now they want us to be like the kids and spend 175 .,3,Negative
Great fit .,3,Positive
although not as good as my last Salomon trail shoe . Includes the great quick fastener which I like,3,Negative
Good priced shoe ... fit was a bit tight ... but my Nephew re - ordered them so he must have liked them ........... decent athletic shoe ,3,Positive
Only took a short time before the mesh tore on the left shoe,3,Negative
like this running shoe,3,Positive
great materials,3,Positive
I love them just did n't have the size 9 I needed,3,Positive
uncomfortable and poor quality .,3,Negative
Returned the size 10 for 9.5 .,3,Negative
This shoe is light and very comfortable .,3,Positive
thankfully I like a half size big for room to move,3,Positive
But immediately upon putting the shoe on I realized that the heel to midfoot was just too narrow .,3,Negative
like them but I have to wear two pairs of socks,3,Neutral
though the fit is a bit snug .,3,Neutral
I have had several Skechers,3,Positive
this shoe feels tight .,3,Negative
I bought them for walkingbut still my feet got sore after a while .,3,Negative
They did fit a little snugger than the last pair I bought .,3,Neutral
Overall I love this shoe and so does everyone I know   ,3,Positive
Tight in front loose in back .,3,Negative
comfortable,3,Positive
I love Asics,3,Positive
but toe rubs at end of shoe,,Negative
The had a weird fit .,3,Negative
The size was adequate but they are VERY narrow .,3,Negative
After it is on for a few minutes it feels OK again .,3,Neutral
I was on the lookout for your arrivo but it did not help my husband,3,Negative
I really thought they would be too wide but decided to give them a try anyway .,3,Neutral
Always wear Asics because of the support,3,Positive
Front rubs toes .,3,Negative
Prior to thisthese were great sneakers,3,Positive
Love Sketchers,3,Positive
Great shoe as always .,3,Positive
but the wide is a bit too large for usual size .,,Negative
Good looking show though .,3,Positive
Howeverthe first thing you notice about these is how uncomfortable they are .,3,Negative
and I do n't wear cotton socks ( does anyone who wanders ) but these things should be standard issue on Arctic Explorations and 8000meter peak climbs ...,3,Negative
my feet starts to hurt .,3,Negative
I usually like Asics . I have a flat foot and like a lot of support .,3,Positive
The back of the shoe is high & bruised the top of my heel the first time I wore them .,3,Negative
They are OKbut really too snug .,3,Negative
The previous versions of this shoe were far better .,3,Neutral
I read a lot of comments about these being cheaply made but i also read a lot saying how nice these are .,3,Positive
The show was smaller than expected it does not fit accordingly to the percentage given when purchased,3,Negative
Its ok considering the price attached to it .,3,Positive
the cushioning system in these shoes .,3,Positive
In terms of length and widththe shoes are tight .,3,Negative
The shoe itself is incredibly pliable,3,Positive
These are a little narrow for my comfort .,3,Negative
. I will still buy New Balance shoes since we have a long history together,3,Positive
Too small . I 've been using Asics for years .,3,Negative
Nowabout a year later both shoes are falling apart and they are not even being used heavily .,3,Negative
not super well made . ran small and gave me blisters in a very short time .,3,Negative
I like themjust wish they held together better .,3,Positive
Very shiny and plastic - y .,3,Positive
The GT-1000 series shoes have always fit better and performed better during runs .,3,Positive
I bought hi top shoes exactly so I could use elevator soles,3,Positive
Ca n't really evaluate- have returned for credit because they were too tight-- although I ordered the size I always wear .,3,Negative
sizing recommendation was off - these shoes need to be returned .,3,Negative
These were a little too tight .,3,Negative
Over all good spikes,3,Positive
pulled them out of the box and walked 18 holes .,3,Negative
After awile they do hurt my feet .,3,Negative
This pair is already toast .,3,Negative
But this is my 1st pair of brand new shoes that squeak when you walk .,3,Negative
I have purchased Pumas for years .,3,Positive
they are the only sneaker that i can wear for my workouts without foot pain,3,Positive
It 's really not even a running shoe .,3,Negative
Still fit is as expectedbut ca n't take much use,3,Positive
Unfortunately though they just are n't comfortable enough for me to wear them for very long .,3,Negative
The shoe itself is fine but as a size 11 did n't quite fit my feet as comfortable as the other pair .,3,Neutral
On a comfort level I would rate these a 5 but advertising these as 9.5 when they feel like 8.5s I would rate them as a 1 .,3,Negative
These began squeaking loudly within a week of wearing them .,3,Negative
They are good trail runners but I miss the peregrine 4 's these feel a bit too overbuilt compared to the old model,3,Neutral
All being saidI 'm still am having major issues with blisters on my right heel only .,3,Negative
Although they fit great I will probably be purchasing some Dr. Scholl 's soon .,3,Positive
I have a pair of Adidas boost running shoes and they fit and cushion is the best I can remember in over 20 years of running .,3,Positive
I have another pair that I bought at retail location and they were the same size,3,Positive
The Mizunos were very comfortable for walking and gym which I will use for moving forward .,3,Positive
but these feel a little bit tight in the toe area .,3,Negative
These shoes lasted less than 300 miles,3,Negative
As for the qualitythe shoe 's are well made and of good material .,3,Positive
especially if you were the unlucky recipient of wide feet like me .,3,Negative
the edges of the insoles stared to cut into my feet .,3,Negative
I 'm not all too sure the durability of the shoe,3,Neutral
They still looked neweven on the bottom .,3,Positive
Made them look like a knock off .,3,Positive
I wear size 10.5 and 11 is tight on my foot .,3,Negative
the back inside padding gets warn out with a hole and causes blistering on my angle .,3,Negative
Ordered a 10 1/2 and they fit like a 12 .,3,Negative
and above it a fine mesh,3,Positive
Howeverthe size stayed the same after months of use .,3,Positive
due to the springy thick gel insert and the extremely soft top material,3,Positive
Would buy again .,4,Positive
4 + stars .,4,Positive
Good running shoes for wide feet .,4,Positive
The Aldo astelle is a little tight ( about a 1/2 size ) .,4,Negative
I have to use arch support,4,Positive
love these shoes,4,Positive
Fits very well and is comfortable .,4,Positive
but they were more than double this price .,4,Negative
It 's a very nice shoe . Fits perfect and comfort while training,4,Positive
Looks great,4,Positive
Very lightweight and comfortable .,4,Positive
The fit is snug around the toe box .,4,Negative
Shoes seemed nice ... very light but they were too large by probably a full size compared to skechers,4,Positive
As someone with wide feet,4,Positive
when they were the exact same thing just a little bigger .,4,Negative
the Gel Venture 4 is well made and durable .,4,Positive
The shoes come laced very tightly but once you loosen the laces up a bit these sneakers fit perfectly .,4,Negative
